Code CIS ;name;galenic;administration;commercialisation;drugs_class;family ;action ;posology ;recommandations;availibity
60886120;ACIDE URSODESOXYCHOLIQUE GERDA 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62994066;ACIDE URSODESOXYCHOLIQUE MYLAN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66438622;ACIDE URSODESOXYCHOLIQUE TEVA 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67519707;ACIDE ZOLEDRONIQUE ALTAN 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
66175242;ACIDE ZOLEDRONIQUE ALTAN 5 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
64410713;ACIDE ZOLEDRONIQUE BIOGARAN 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
69561021;ACIDE ZOLEDRONIQUE BIOGARAN 5 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
66953992;ACIDE ZOLEDRONIQUE FRESENIUS KABI 4 mg/5 ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
68737947;ACIDE ZOLEDRONIQUE HOSPIRA 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
60463323;ACIDE ZOLEDRONIQUE MEDAC 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
66902987;ACIDE ZOLEDRONIQUE MYLAN 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
68011537;ACIDE ZOLEDRONIQUE MYLAN 4 mg/5 ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
65063322;ACIDE ZOLEDRONIQUE MYLAN 5 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
64044205;ACIDE ZOLEDRONIQUE SANDOZ 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
67182791;ACIDE ZOLEDRONIQUE SANDOZ 5 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
64555954;ACIDE ZOLEDRONIQUE TEVA PHARMA 5 mg, solution pour perfusion en flacon;solution pour perfusion;intraveineuse;Non commercialisée;;;;;;
65148121;ACIDE ZOLEDRONIQUE ZENTIVA LAB 4 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
64908596;ACIDRINE, comprimé à croquer;comprimé à croquer;orale;Commercialisée;;;;;;
69636666;ACIDUM PHOSPHORICUM COMPLEXE N°5, solution buvable en gouttes;solution buvable en gouttes;sublinguale;Commercialisée;;;;;;
67306342;ACLASTA 5 mg, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
60991573;ACLOTINE 100 UI/mL, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
67159166;ACODORON, solution injectable;solution injectable;sous-cutanée;Commercialisée;;;;;;
61736892;ACONITUM FEROX BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64692465;ACONITUM NAPELLUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
69203615;ACONITUM NAPELLUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
66506742;ACONITUM NAPELLUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  crème et  solution en gouttes en gouttes;"cutanée;orale;sublinguale";Commercialisée;;;;;;
69152302;ACORSPRAY 200 microgrammes/dose, solution pour inhalation en flacon pressurisé;solution pour inhalation;inhalée;Commercialisée;;;;;;
61104024;ACT-HIB 10 microgrammes/0,5 ml, poudre et solvant pour solution injectable en seringue préremplie. Vaccin conjugué de l'Haemophilus type b;poudre et  solvant pour solution injectable;"intramusculaire;sous-cutanée";Commercialisée;;;;;;
65090198;ACTAEA RACEMOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62179617;ACTAEA RACEMOSA DECOCTE WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  poudre et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
60002746;ACTAEA RACEMOSA FERRIER, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
69255099;ACTAEA RACEMOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
68185160;ACTAEA SPICATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
69330705;ACTAEA SPICATA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"orale;sublinguale";Commercialisée;;;;;;
62448875;ACTAPULGITE 3 g, poudre pour suspension buvable en sachet;poudre pour suspension buvable;orale;Commercialisée;;;;;;
65464525;ACTHEANE, comprimé;comprimé;sublinguale;Commercialisée;;;;;;
69811037;ACTI 5, solution buvable en ampoule;solution buvable;orale;Non commercialisée;;;;;;
69488452;ACTICARBINE 70 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
61774341;ACTICARBINE, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
64939766;ACTIFED ALLERGIE CETIRIZINE 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
61617685;ACTIFED ETATS GRIPPAUX, poudre pour solution buvable en sachet-dose;poudre pour solution buvable;orale;Commercialisée;;;;;;
63146424;ACTIFED LP RHINITE ALLERGIQUE, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Non commercialisée;;;;;;
60206332;ACTIFED RHUME JOUR ET NUIT, comprimé;comprimé et  comprimé;orale;Commercialisée;;;;;;
69928332;ACTIFED RHUME, comprimé;comprimé;orale;Commercialisée;;;;;;
60997900;ACTIFEDSIGN, gélule;gélule;orale;Non commercialisée;;;;;;
67177673;ACTILYSE 2 mg, poudre pour solution injectable et perfusion;poudre pour solution injectable et pour perfusion;voie extracorporelle autre;Commercialisée;;;;;;
63617876;ACTILYSE, poudre et solvant pour solution injectable et perfusion;poudre et  solvant pour solution injectable et pour perfusion;intraveineuse;Commercialisée;;;;;;
62187806;ACTIQ 1200 microgrammes, comprimé avec applicateur buccal;comprimé;voie buccale autre;Commercialisée;;;;;;
66645425;ACTIQ 1600 microgrammes, comprimé avec applicateur buccal;comprimé;voie buccale autre;Commercialisée;;;;;;
64226300;ACTIQ 200 microgrammes, comprimé avec applicateur buccal;comprimé;voie buccale autre;Commercialisée;;;;;;
67100036;ACTIQ 400 microgrammes, comprimé avec applicateur buccal;comprimé;voie buccale autre;Commercialisée;;;;;;
61576943;ACTIQ 600 microgrammes, comprimé avec applicateur buccal;comprimé;voie buccale autre;Commercialisée;;;;;;
64417355;ACTIQ 800 microgrammes, comprimé avec applicateur buccal;comprimé;voie buccale autre;Commercialisée;;;;;;
64288864;ACTISKENAN 10 mg, gélule;gélule;orale;Commercialisée;;;;;;
69235748;ACTISKENAN 20 mg, gélule;gélule;orale;Commercialisée;;;;;;
62820286;ACTISKENAN 30 mg, gélule;gélule;orale;Commercialisée;;;;;;
62417470;ACTISKENAN 5 mg, gélule;gélule;orale;Commercialisée;;;;;;
66047164;ACTISOUFRE 4 mg/50 mg par 10 ml, suspension buvable ou pour instillation nasale;suspension buvable ou pour instillation;"nasale;orale";Commercialisée;;;;;;
67928230;ACTISOUFRE, solution pour pulvérisation nasale/buccale en flacon pressurisé;solution pour pulvérisation;"nasale;orale";Commercialisée;;;;;;
62210849;ACTIVELLE, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68933636;ACTIVIR 5 POUR CENT, crème;crème;cutanée;Commercialisée;;;;;;
64955489;ACTIVOX RHUME PELARGONIUM, solution buvable;solution buvable;orale;Commercialisée;;;;;;
69716824;ACTONEL 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64392560;ACTONEL 35 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Commercialisée;;;;;;
60399454;ACTONEL 35 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60727189;ACTONEL 35 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60262879;ACTONEL 35 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
64144419;ACTONEL 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65740030;ACTONEL 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66477041;ACTONEL 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
67332173;ACTONEL 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Non commercialisée;;;;;;
64566299;ACTONELCOMBI 35 mg + 1000 mg/880 UI, comprimé pelliculé et granulés effervescents;comprimé pelliculé et  granulés effervescent(e);orale;Commercialisée;;;;;;
68951171;ACTOSOLV 100 000 UI, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion;"intra-artérielle;intracoronaire;intraveineuse;voie extracorporelle autre";Commercialisée;;;;;;
67448313;ACTOSOLV 600 000 UI, poudre pour solution injectable/pour perfusion;poudre pour solution injectable pour perfusion;"intra-artérielle;intracoronaire;intraveineuse;voie extracorporelle autre";Commercialisée;;;;;;
62809126;ACTRAPID 100 unités internationales/ml, solution injectable;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
61995884;ACTRAPID PENFILL 100 unités internationales/ml, solution injectable en cartouche;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
62040674;ACTRON, comprimé effervescent;comprimé effervescent(e);orale;Commercialisée;;;;;;
60043038;ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé;gaz;inhalée;Commercialisée;;;;;;
68337593;ACUILIX 20 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
62927128;ACUITEL 20 mg, comprimé enrobé sécable;comprimé enrobé sécable;orale;Commercialisée;;;;;;
62206135;ACUITEL 5 mg, comprimé enrobé sécable;comprimé enrobé sécable;orale;Commercialisée;;;;;;
63866361;ACULAR 0,5 %, collyre en solution;collyre;ophtalmique;Commercialisée;;;;;;
62580656;ACUPAN, solution injectable;solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
62287112;ADALATE 10 mg, capsule;capsule;orale;Non commercialisée;;;;;;
65347828;ADALATE 20 mg L.P., comprimé à libération prolongée;comprimé à libération prolongée;orale;Commercialisée;;;;;;
67680190;ADANCOR 10 mg, comprimé sécable;comprimé sécable;orale;Non commercialisée;;;;;;
60861252;ADANCOR 20 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
65099368;ADAPALENE TEVA 0,1 POUR CENT, crème;crème;cutanée;Commercialisée;;;;;;
62886560;ADAPALENE ZENTIVA 0,1 %, gel;gel;cutanée;Commercialisée;;;;;;
67245747;ADAPALENE ZENTIVA 0.1%, crème;crème;cutanée;Commercialisée;;;;;;
69422057;ADARTREL 0,25 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69982928;ADARTREL 0,50 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67276995;ADARTREL 2 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64892010;ADASUVE 9,1 mg, poudre pour inhalation en récipient unidose;poudre pour inhalation;inhalée;Non commercialisée;;;;;;
68438457;ADCETRIS 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
63206355;ADCIRCA 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64832942;ADEMPAS 0,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66086562;ADEMPAS 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60025054;ADEMPAS 1,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60203795;ADEMPAS 2 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61875550;ADEMPAS 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61855583;ADENOSCAN 30 mg/10 mL, solution pour perfusion;solution pour perfusion;intraveineuse;Commercialisée;;;;;;
68352264;ADENOSINE ACCORD 6 mg/2 ml, solution injectable;solution injectable;intraveineuse;Commercialisée;;;;;;
63052537;ADENOSINE MEDISOL 6 mg/2 ml, solution injectable;solution injectable;intraveineuse;Commercialisée;;;;;;
64493890;ADENURIC 120 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61871331;ADENURIC 80 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68188982;ADENYL 60 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
60928936;ADEPAL, comprimé enrobé;comprimé enrobé et  comprimé enrobé enrobé;orale;Commercialisée;;;;;;
66265330;ADIAZINE 500 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
63359632;ADONIS VERNALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
60351662;ADONIS VERNALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
68955248;ADOPORT 0,5 mg, gélule;gélule;orale;Commercialisée;;;;;;
68176916;ADOPORT 1 mg, gélule;gélule;orale;Commercialisée;;;;;;
66927104;ADOPORT 2 mg, gélule;gélule;orale;Commercialisée;;;;;;
61964294;ADOPORT 5 mg, gélule;gélule;orale;Commercialisée;;;;;;
62024136;ADRENALINE AGUETTANT 0,1 mg/mL sans sulfite, solution injectable en seringue pré-remplie;solution injectable;"endotrachéobronchique;intra-osseuse;intraveineuse";Commercialisée;;;;;;
69150358;ADRENALINE AGUETTANT 1 mg/mL SANS SULFITE, solution injectable;solution injectable;"endotrachéobronchique;intra-osseuse;intramusculaire;intraveineuse;sous-cutanée";Commercialisée;;;;;;
61912155;ADRENALINE AGUETTANT 1 mg/mL sans sulfite, solution injectable en seringue pré-remplie;solution injectable;"endotrachéobronchique;intra-osseuse;intraveineuse";Commercialisée;;;;;;
61072758;ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule;solution injectable;"intramusculaire;intraveineuse;sous-cutanée";Commercialisée;;;;;;
69325747;ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
69556177;ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
69553494;ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule;solution injectable;"intraveineuse;sous-cutanée";Commercialisée;;;;;;
66305127;ADRENALINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
66800110;ADRENALINUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65884582;ADREVIEW [123I] 74 MBq/mL, solution injectable;solution injectable;intraveineuse;Commercialisée;;;;;;
65771499;ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon;lyophilisat pour usage parentéral pour perfusion;intraveineuse;Commercialisée;;;;;;
69035345;ADRIBLASTINE 10 mg/5 ml, solution injectable pour perfusion en flacon;solution injectable pour perfusion;intraveineuse;Non commercialisée;;;;;;
65488729;ADRIBLASTINE 200 mg/100 ml, solution injectable pour perfusion en flacon;solution injectable pour perfusion;intraveineuse;Non commercialisée;;;;;;
64367525;ADRIBLASTINE 50 mg, poudre pour solution injectable en flacon;lyophilisat pour usage parentéral pour perfusion;intraveineuse;Commercialisée;;;;;;
64661854;ADRIBLASTINE 50 mg/25 ml, solution injectable pour perfusion en flacon;solution injectable pour perfusion;intraveineuse;Non commercialisée;;;;;;
66269026;ADRIGYL 10 000 UI/ml, solution buvable en gouttes;solution buvable en gouttes;orale;Commercialisée;;;;;;
63725282;ADROVANCE 70 mg/2800 UI, comprimé;comprimé;orale;Commercialisée;;;;;;
63230395;ADROVANCE 70 mg/5600 UI, comprimé;comprimé;orale;Commercialisée;;;;;;
63931834;ADVAGRAF 0,5 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Commercialisée;;;;;;
64297436;ADVAGRAF 1 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Commercialisée;;;;;;
61604257;ADVAGRAF 3 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Commercialisée;;;;;;
61727612;ADVAGRAF 5 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Commercialisée;;;;;;
66954464;ADVATE 1000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
64445956;ADVATE 1500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
68255655;ADVATE 2000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
68294455;ADVATE 250 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
69558317;ADVATE 3000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
67778827;ADVATE 500 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
68634000;ADVIL 200 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
63646874;ADVIL 400 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
67848097;ADVILCAPS 200 mg, capsule molle;capsule molle;orale;Commercialisée;;;;;;
61959735;ADVILCAPS 400 mg, capsule molle;capsule molle;orale;Commercialisée;;;;;;
62217014;ADVILGEL 5 %, gel;gel;cutanée;Commercialisée;;;;;;
68033779;ADVILMED 100 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
63040606;ADVILMED 400 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
69955824;ADVILMED 5 %, gel;gel;cutanée;Commercialisée;;;;;;
61902232;ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon;suspension buvable;orale;Commercialisée;;;;;;
61598943;ADYNOVI 2000 UI/5 ml, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Commercialisée;;;;;;
69643760;AERIUS 0,5 mg/ml, solution buvable;solution buvable;orale;Commercialisée;;;;;;
61833327;AERIUS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63498500;AERRANE, liquide pour inhalation par vapeur;liquide par vapeur pour inhalation;inhalée;Commercialisée;;;;;;
61054685;AESCULUS COMPLEXE N°103, solution buvable en gouttes;solution buvable en gouttes;sublinguale;Commercialisée;;;;;;
63869208;AESCULUS GLABRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
69543062;AESCULUS HIPPOCASTANUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62620175;AESCULUS HIPPOCASTANUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64122248;AESCULUS HIPPOCASTANUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  crème et  solution en gouttes en gouttes;"cutanée;orale;sublinguale";Commercialisée;;;;;;
